CountryName,CountryCode,Indicator Name,Indicator Code,yr1960,yr1961,yr1962,yr1963,yr1964,yr1965,yr1966,yr1967,yr1968,yr1969,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23829266,10.2839564,10.2839564,10.30798995,10.3320235,10.35605706,10.38009061,10.40412416,10.44384538,10.51689741,10.55384057,10.56704276,10.57832434,10.58703964,10.59754209,10.61214614,10.93239106,11.25077152,11.56837353,11.8864225,12.19875145,12.51566697,12.83287764,13.14992923,13.4664844,13.78367589,,
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25389408,10.89953271,10.54517134,10.19080997,9.836448598,9.482087227,9.127725857,8.773364486,8.419003115,8.064641745,7.710280374,7.57788162,7.445482866,7.313084112,7.180685358,7.048286604,7.609034268,8.169781931,8.730529595,9.291277259,9.852024922,10.03115265,10.21028037,10.3894081,10.56853583,10.74766355,,
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03764861,22.08322325,22.12879789,22.17437252,22.21994716,22.2655218,22.31175694,22.35799207,22.40422721,22.45046235,22.49669749,22.51122853,22.52575958,22.54029062,22.55482166,22.56935271,,
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.09081234,50.47002483,49.84923732,49.2284498,48.60766229,47.98687478,47.36608726,46.74529975,46.12451224,45.50372473,44.88293721,44.43951756,43.99609791,43.55267825,43.1092586,42.66583895,42.2224193,41.77899965,41.33557999,40.89216034,40.44874069,40.00532104,39.56190138,39.11848173,38.67506208,38.23164243,,
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0255848,24.80665205,24.5877193,24.36878655,24.1498538,23.93092105,23.7119883,23.49305556,23.27412281,23.05519006,22.83625731,22.61769006,22.39912281,22.18055556,21.9619883,21.74342105,21.52412281,21.30482456,21.08552632,20.86622807,20.64692982,20.42836257,20.20979532,19.99122807,19.77266082,19.55409357,,
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47729892,11.45732504,11.43735116,11.41737728,11.3974034,11.37742952,11.35745563,11.33748175,11.31750787,11.29753399,11.27756011,11.25758623,11.23761235,11.21763847,11.19766459,11.17769071,11.15771683,11.13774295,11.11776907,11.09779519,11.07782131,11.05784743,11.03787355,11.01789967,10.99792579,10.97795191,,
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07321703,30.1166049,30.15999277,30.20338064,30.24676851,30.29015638,30.33354425,30.37693212,30.42031999,30.46370786,30.50709572,31.00605622,32.03492647,32.55125494,33.06178742,33.60640648,33.76783577,33.93241875,34.09078354,34.26492262,34.42336035,34.58179808,34.74023581,34.89867354,35.05711127,35.21554901,,
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31884058,0.333333333,0.352112676,0.366197183,0.394366197,0.408450704,0.436619718,0.450704225,0.478873239,0.507042254,0.521126761,0.549295775,0.563380282,0.583333333,0.589041096,0.608108108,0.621621622,0.64,0.644736842,0.671052632,0.695538058,0.704041721,0.727272727,0.74025974,0.765239948,0.778210117,,
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,51.44855145,,
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.33333333,43.23529412,43.06640625,43.01757813,42.96875,42.91992188,42.87109375,42.82226563,42.7734375,42.72460938,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,42.67578125,,
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.35535397,38.84145139,38.84145139,39.0845001,39.32754881,39.57059752,39.81364622,40.05669493,40.29974364,40.54279235,40.78584106,40.94655886,41.10930336,41.27002909,41.43484049,41.59148055,41.6737309,41.77033021,41.86692952,41.98008086,42.06012814,42.15612833,42.25420137,42.35227441,42.45034744,42.54842048,,
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.84743534,70.16001754,69.47303814,68.78605875,68.09907935,67.41166155,66.72468216,66.03770276,65.35072337,64.66330557,63.97632617,63.60149057,63.22621657,62.85138097,62.47610697,62.10127137,61.88075406,61.66023674,61.44015783,61.21964051,60.99912319,60.77904428,60.55896537,60.33932486,60.11924594,59.89916703,,
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.96639897,57.71679129,57.46718361,57.21757593,56.96796825,56.71836056,56.46875288,56.2191452,55.96953752,55.71992984,55.47032216,55.21979138,54.96926059,54.71872981,54.46819902,54.21766824,53.75150005,53.28533186,52.81916367,52.35299548,51.88682729,51.62004985,51.35327241,51.08649497,50.81971753,50.55294009,,
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.40988785,65.10562159,64.80135533,64.49708907,64.19282281,63.88855654,63.58429028,63.28002402,62.97575776,62.6714915,62.36722524,62.01930094,61.67137665,61.32345235,60.97552805,60.62760375,60.42956926,60.23153477,60.03350028,59.83546579,59.63743129,59.51970175,59.40197221,59.28424267,59.16651312,59.04878358,,
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,14.65116279,,
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.36812144,78.06451613,77.76091082,77.4573055,77.15370019,76.85009488,76.54648956,76.24288425,75.93927894,75.63567362,75.33206831,75.028463,74.72485769,74.42125237,74.11764706,73.81404175,73.47248577,73.13092979,72.78937381,72.44781784,72.10626186,72.10626186,72.10626186,72.10626186,72.10626186,72.10626186,,
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.65045053,53.86297969,54.07550885,54.28803801,63.98065327,64.23015075,64.47964824,64.72914573,64.97839196,65.22788945,65.47738693,65.72688442,65.97638191,66.2258794,69.41049925,69.67101293,69.93152662,70.19177795,70.45229163,70.71280531,70.97331899,71.23383267,71.49434635,71.75486004,72.01537372,72.27562505,,
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.20552997,23.99678859,23.78804722,23.57930584,23.37056447,23.16182309,22.95308171,22.74434034,22.53559896,22.32685759,22.11811621,21.90919838,21.70028056,21.49136273,21.2824449,21.07352708,20.86460925,20.65569142,20.4467736,20.23785577,20.02893794,19.84860516,19.66827237,19.48793958,19.3076068,19.12727401,,
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.21304055,36.18799961,36.16295868,36.13791775,36.11287682,36.08783589,36.06279495,36.03775402,36.01271309,35.98767216,35.96263122,35.93759029,35.91254936,35.88750843,35.86246749,35.83742656,35.81238563,35.7873447,35.76230377,35.73726283,35.7122219,35.68718097,35.66214004,35.6370991,35.61205817,35.58701724,,
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29907264,38.29389312,38.2887136,38.28353408,38.27835456,38.27317504,38.26799553,38.26281601,38.25763649,38.25245697,38.24727745,38.24230688,38.2373363,38.23236572,38.22739514,38.22242456,38.21639829,38.21037201,38.20434574,38.19831946,38.19229318,38.18716865,38.18204412,38.17691958,38.17179505,38.16667052,,
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94439667,31.97171601,32.04927706,32.10549847,32.15870752,32.21395241,32.26569513,32.32181545,32.37676878,32.43113612,32.4878545,32.61872181,32.79916176,32.92992869,33.056199,33.19175626,33.2883755,33.38742107,33.48360258,33.54940382,33.64379671,33.7489653,33.86075261,33.96639321,34.07320449,34.17918505,,
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.11786283,29.22664373,29.33542462,29.44420552,29.55298642,29.66176731,29.77130136,29.88084094,29.99038607,30.09993675,30.20949297,30.32664524,30.44380345,30.56096759,30.67813765,30.79609292,30.88797227,30.97985626,31.0709586,31.16206094,31.25316328,31.34932685,31.44549043,31.54165401,31.63781759,31.73398117,,
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,4.210526316,,
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52769753,20.60449315,20.68128877,20.75808439,20.83488001,20.91167562,20.98847124,21.06526686,21.14206248,21.2188581,21.29565372,21.35160289,21.40755206,21.46350123,21.51945041,21.57539958,21.62623801,21.67707644,21.72791487,21.7787533,21.82959173,22.23414729,22.63870284,23.04325839,23.44781395,23.8523695,,
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73800762,16.94954757,17.16108753,17.37262749,17.58416744,17.79572636,18.00728572,18.21882613,18.43036653,18.64190694,18.85346743,19.19525654,19.53703608,19.87881463,20.22059258,20.56237163,20.72356189,20.88475261,21.045942,21.20713094,21.36832033,21.53259018,21.69686003,21.86112988,22.02539973,22.18966958,,
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.14465409,32.17798742,32.21132075,32.24465409,32.27798742,32.31132075,32.34465409,32.37798742,32.41132075,32.44465409,32.47798742,32.52641509,32.57484277,32.62327044,32.67169811,32.72012579,32.71886792,32.71761006,32.7163522,32.71509434,32.71383648,32.71257862,32.71132075,32.71006289,32.70880503,32.70754717,,
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.43957183,50.97417021,50.50876859,50.04336697,49.57796535,49.11256373,48.64716211,48.18176049,47.71635887,47.25095725,46.78555563,46.32015401,45.85475239,45.38935076,44.92394914,44.45854752,43.9931459,43.52774428,43.06234266,42.59694104,42.13153942,41.6661378,41.20073618,40.73533456,40.26993294,39.80453132,,
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.73641958,70.59906045,70.46170133,70.32434221,70.18698308,70.04962396,69.91226484,69.77490571,69.63754659,69.50018747,69.36282835,69.22546922,69.0881101,68.95075098,68.81339185,68.67603273,68.53867361,68.40131448,68.26395536,68.12659624,67.98923711,67.85187799,67.71451887,67.57715975,67.43980062,67.3024415,,
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.54758419,66.49780381,66.44802343,66.39824305,66.34846266,66.29868228,66.2489019,66.19912152,66.14934114,66.09956076,66.04978038,66,65.95021962,65.90043924,65.85065886,65.80087848,65.76573939,65.73060029,65.6954612,65.66032211,65.62518302,65.58008785,65.53499268,65.48989751,65.44480234,65.39970717,,
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.05948626,57.82347003,57.58746282,57.3514466,57.11543939,56.87942316,56.64340694,56.40739973,56.17138351,55.9353763,55.69936007,55.41146462,55.12357819,54.83568274,54.5477963,54.25990086,53.97760252,53.69530419,53.41301487,53.13071654,52.84841821,52.82433529,52.80026138,52.77617846,52.75210455,52.72802163,,
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32993015,26.11499194,25.90005373,25.68511553,25.47017732,25.25523912,25.04030091,24.82536271,24.6104245,24.3954863,24.18054809,23.85814078,23.53573348,23.21332617,22.89091886,22.56851155,22.24610425,21.92369694,21.60128963,21.27888232,20.95647501,20.74153681,20.5265986,20.3116604,20.09672219,19.88178399,,
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33002481,14.93300248,15.53846154,16.14143921,16.74689826,17.34987593,17.9528536,18.55831266,19.16129032,19.76674938,20.36972705,20.44416873,20.51861042,20.59305211,20.6674938,20.74193548,20.81637717,20.89081886,20.96526055,21.03970223,21.11414392,21.35235732,21.59305211,21.83126551,22.06947891,22.30769231,,
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.21543282,49.84723854,49.47904426,49.11084998,48.7426557,48.37446142,48.00626714,47.63807286,47.26987857,46.90168429,46.53349001,46.98394046,47.43439091,47.88484136,48.33529181,48.78574226,49.23227575,49.67880924,50.12534273,50.57187622,51.01840971,51.60987074,52.20133177,52.79279279,53.38425382,53.97571485,,
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.32263801,86.26157836,86.20056811,86.13953316,86.07849821,86.01743856,85.95642831,85.89539336,85.8343584,85.77332345,85.7122885,85.66787699,85.62344078,85.57905397,85.53461776,85.49020625,85.45192046,85.41365938,85.3753983,85.33713721,85.29885143,85.25461282,85.21037421,85.16616031,85.1219217,85.07768309,,
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.16201117,19.51303538,19.86405959,20.2150838,20.56610801,20.91713222,21.26815642,21.61918063,21.97020484,22.32122905,22.67225326,23.16014898,23.87254441,24.36278195,24.85292736,25.33821871,25.78220427,26.22134536,26.66290868,27.104472,27.54603533,27.93857556,28.5507614,29.67568605,30.24802923,30.76331475,,
Curacao,CUW,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,52.91666667,,
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43614719,17.54978355,17.66341991,17.77705628,17.89069264,18.004329,18.11796537,18.23160173,18.3452381,18.45887446,18.57251082,18.5995671,18.62662338,18.6525974,18.67965368,18.70670996,18.70670996,18.70670996,18.70670996,18.70562771,18.70562771,18.70238095,18.6991342,18.6969697,18.69372294,18.69047619,,
Czech Republic,CZE,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02355377,34.02355377,34.02355377,34.05461369,34.064967,34.07532031,34.08567361,34.09602692,34.10638023,34.11673353,34.12708684,34.1529701,34.17885337,34.20473664,34.23505048,34.2609371,34.29126214,34.3171521,34.34304207,34.36893204,34.39927499,34.42516831,34.45552247,34.48141914,34.51625437,34.54215775,,
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36616733,32.38163435,32.39710137,32.41349679,32.42989316,32.44629046,32.4626887,32.48187939,32.50014326,32.51934208,32.53761284,32.55947263,32.58040475,32.60227631,32.62321874,32.64135795,32.65944024,32.67846388,32.69655509,32.71277359,32.73087185,32.73754877,32.74516555,32.71898647,32.72284322,32.72857552,,
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,,
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666667,66.30666667,65.96,65.6,65.24,64.88,64.53333333,64.17333333,63.81333333,63.46666667,63.10666667,62.74666667,62.38666667,62.04,61.68,61.32,60.96,60.61333333,60.25333333,59.90666667,59.54666667,59.18666667,58.84,58.48,58.13333333,57.77333333,,
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81434301,12.91413069,13.00164978,13.10134339,13.201037,13.30073062,13.40042423,13.50011784,13.59981145,13.69950507,13.79919868,13.66815932,13.53711996,13.4060806,13.27504124,13.14400189,13.28258308,13.42116427,13.55974546,13.69832666,13.83690785,13.95522036,14.1401847,14.25028398,14.36704368,14.48582651,,
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87311116,23.66176775,24.45042434,25.23908094,26.02773753,26.81639412,27.60505071,28.39370731,29.1823639,29.97102049,30.75967709,31.4469054,32.13413372,32.82136204,33.50859035,34.19581867,34.87890706,35.56199545,36.24508383,36.92817222,37.61126061,38.29848893,38.98571724,39.67294556,40.36017388,41.04740219,,
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69990847,0.696213693,0.692518915,0.688824137,0.685129359,0.681434581,0.677739804,0.674045026,0.670350248,0.66665547,0.662960693,0.659349887,0.655739082,0.652128276,0.64851747,0.644906665,0.676984054,0.709061442,0.741138831,0.77321622,0.805293609,0.808484553,0.811675498,0.814866442,0.818057043,0.821247986,,
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69120083,28.6736868,28.65297418,28.63226094,28.61154706,28.59085176,28.57015581,28.54944191,28.52872864,28.50801537,28.51314926,28.65303504,28.79394423,28.93475237,29.07491135,29.21496196,29.29141203,29.36797088,29.44500984,29.52168006,29.59840593,29.632745,29.66739961,29.70192543,29.73632075,29.77071544,,
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.46613032,24.32098903,24.1754538,24.05414765,23.91280349,23.76643388,23.62006457,23.47369526,23.34739082,23.20089592,23.05415701,22.98631767,22.91847863,22.85076381,22.78417197,22.71636315,22.63243684,22.54857949,22.464906,22.38073802,22.29696229,22.22245224,22.1480577,22.07361818,21.99991029,21.92542071,,
